Movie_Rank,Movie_Name,Worldwide_Gross,Domestic_Gross,Domestic_Percent,Foreign_Gross,Foreign_Percent
143,Ice Princess,"$27,645,491",24402491.0,88.3,3243000.0,11.7
144,Goal! The Dream Begins,"$27,610,873",4283255.0,15.5,23327618.0,84.5
145,The Protector,"$27,165,581",12044087.0,44.3,15121494.0,55.7
146,Doogal,"$26,711,924",7438000.0,27.8,19273924.0,72.2
147,Typhoon,"$26,179,656",139059.0,0.5,26040597.0,99.5
148,9th Company,"$26,146,165",57982996.94,47.41,26146165.0,100.0
149,Natale a Miami,"$25,643,184",57982996.94,47.41,25643184.0,100.0
150,The Tiger and the Snow,"$25,460,023",10167.0,47.41,25449856.0,100.0
151,North Country,"$25,211,175",18337722.0,72.7,6873453.0,27.3
152,April Snow,"$24,873,159",57982996.94,47.41,24873159.0,100.0
153,I Love You in Every Language in the World,"$23,941,317",57982996.94,47.41,23941317.0,100.0
154,Lady Vengeance,"$23,834,149",211667.0,0.9,23622482.0,99.1
155,Russian Dolls,"$23,727,301",326095.0,1.4,23401206.0,98.6
156,Hustle & Flow,"$23,563,727",22202809.0,94.2,1360918.0,5.8
157,Another Public Enemy,"$23,248,003",57982996.94,47.41,23248003.0,100.0
158,Domino,"$22,944,502",10169202.0,44.3,12775300.0,55.7
159,The White Massai,"$22,632,255",57982996.94,47.41,22632255.0,100.0
160,Manual of Love,"$22,079,820",57982996.94,47.41,22079820.0,100.0
161,Torrente 3: El protector,"$21,762,391",57982996.94,47.41,21762391.0,100.0
162,Man of the House,"$21,577,624",19699706.0,91.3,1877918.0,8.7
163,Year One in the North,"$21,360,942",57982996.94,47.41,21360942.0,100.0
164,The Jacket,"$21,126,225",6303762.0,29.8,14822463.0,70.2
165,The Devil's Rejects,"$20,901,859",17044981.0,81.5,3856878.0,18.5
166,A Moment to Remember,"$20,865,847",57982996.94,47.41,20865847.0,100.0
167,Lorelei,"$19,806,585",57982996.94,47.41,19806585.0,100.0
168,The Perfect Man,"$19,770,475",16535005.0,83.6,3235470.0,16.4
169,Mapado,"$19,286,223",57982996.94,47.41,19286223.0,100.0
170,The Weather Man,"$19,126,398",12482775.0,65.3,6643623.0,34.7
171,Iznogoud- Caliph Instead of the Caliph,"$18,725,588",57982996.94,47.41,18725588.0,100.0
172,Detective Conan: Strategy Above the Depths,"$18,723,952",57982996.94,47.41,18723952.0,100.0
173,Waiting...,"$18,637,690",16124543.0,86.5,2513147.0,13.5
174,An Unfinished Life,"$18,618,284",8586392.0,46.1,10031892.0,53.9
175,My Father and My Son,"$18,612,999",57982996.94,47.41,18612999.0,100.0
176,Keeping Mum,"$18,575,768",1619466.0,8.7,16956302.0,91.3
177,The Turkish Gambit,"$18,520,000",57982996.94,47.41,18520000.0,100.0
178,As It Is in Heaven,"$18,318,233",57982996.94,47.41,18318233.0,100.0
179,The World's Fastest Indian,"$18,297,690",5128124.0,28.0,13169566.0,72.0
180,Night Watch 2005 Re-release,"$17,939,389",1502188.0,8.4,16437201.0,91.6
181,Joyeux Noel,"$17,709,155",1054361.0,6.0,16654794.0,94.0
182,You Are My Sunshine,"$17,650,142",57982996.94,47.41,17650142.0,100.0
183,Palais royal!,"$17,612,135",57982996.94,47.41,17612135.0,100.0
184,Roll Bounce,"$17,500,866",17380866.0,99.3,120000.0,0.7
185,Rebound,"$17,492,014",16809014.0,96.1,683000.0,3.9
186,Stormy Night,"$17,379,776",57982996.94,47.41,17379776.0,100.0
187,The Matador,"$17,347,231",12594698.0,72.6,4752533.0,27.4
188,Aegis,"$16,869,261",57982996.94,47.41,16869261.0,100.0
189,Caché,"$16,197,824",3647381.0,22.5,12550443.0,77.5
190,The Great Yokai War,"$15,787,492",57982996.94,47.41,15787492.0,100.0
191,Kiss Kiss Bang Bang,"$15,785,148",4243756.0,26.9,11541392.0,73.1
192,The Gospel,"$15,778,152",15778152.0,100.0,73995924.08,65.85
193,Two Sons of Francisco,"$15,508,288",57982996.94,47.41,15508288.0,100.0
194,The Greatest Game Ever Played,"$15,431,177",15337393.0,99.4,93784.0,0.6
195,Transamerica,"$15,151,744",9015303.0,59.5,6136441.0,40.5
196,"Murder, Take One","$14,915,208",57982996.94,47.41,14915208.0,100.0
197,Most Beautiful Week in My Life,"$14,765,033",57982996.94,47.41,14765033.0,100.0
198,Samurai Commando: Mission 1549,"$14,648,713",57982996.94,47.41,14648713.0,100.0
199,Blood Rain,"$14,270,938",57982996.94,47.41,14270938.0,100.0
200,Proof,"$14,189,860",7535331.0,53.1,6654529.0,46.9
1,Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,725",423315812.0,39.7,642863913.0,60.3
2,The Da Vinci Code,"$760,006,945",217536138.0,28.6,542470807.0,71.4
3,Ice Age: The Meltdown,"$660,998,756",195330621.0,29.6,465668135.0,70.4
4,Casino Royale,"$606,000,064",167445960.0,27.6,438553632.0,72.4
5,Night at the Museum,"$574,480,841",250863268.0,43.7,323617573.0,56.3
6,Cars,"$461,983,149",244082982.0,52.8,217900167.0,47.2
7,X-Men: The Last Stand,"$460,435,291",234362462.0,50.9,226072829.0,49.1
8,Mission: Impossible III,"$398,479,497",134029801.0,33.6,264449696.0,66.4
9,Superman Returns,"$391,081,192",200081192.0,51.2,191000000.0,48.8
10,Happy Feet,"$384,335,608",198000317.0,51.5,186335291.0,48.5
11,Over the Hedge,"$339,795,890",155019340.0,45.6,184776550.0,54.4
12,The Devil Wears Prada,"$326,716,969",124740460.0,38.2,201965442.0,61.8
13,The Pursuit of Happyness,"$307,127,625",163566459.0,53.3,143561166.0,46.7
14,The Departed,"$291,465,034",132384315.0,45.4,159080719.0,54.6
15,Borat,"$262,552,893",128505958.0,48.9,134046935.0,51.1
16,Eragon,"$250,425,512",75030163.0,30.0,175395349.0,70.0
17,Click,"$240,685,326",137355633.0,57.1,103329693.0,42.9
18,The Break-Up,"$205,668,210",118703275.0,57.7,86964935.0,42.3
19,The Holiday,"$205,166,470",63224849.0,30.8,141910326.0,69.2
20,Open Season,"$200,811,689",85105259.0,42.4,115706430.0,57.6
21,Inside Man,"$186,003,591",88513495.0,47.6,97490096.0,52.4
22,Poseidon,"$181,674,817",60674817.0,33.4,121000000.0,66.6
23,Deja Vu,"$180,557,550",64038616.0,35.5,116518934.0,64.5
24,Flushed Away,"$178,281,554",64665672.0,36.3,113615882.0,63.7
25,Scary Movie 4,"$178,262,620",90710620.0,50.9,87552000.0,49.1
26,Blood Diamond,"$171,720,398",57377916.0,33.4,114342482.0,66.6
27,Saw III,"$164,874,275",80238724.0,48.7,84635551.0,51.3
28,The Pink Panther,"$164,115,897",82226474.0,50.1,81889423.0,49.9
29,Miami Vice,"$163,794,509",63450470.0,38.7,100344039.0,61.3
30,Talladega Nights: The Ballad of Ricky Bobby,"$163,362,430",148213377.0,90.7,15148718.0,9.3
31,World Trade Center,"$163,247,198",70278893.0,43.1,92968305.0,56.9
32,The Fast and the Furious: Tokyo Drift,"$158,964,610",62514415.0,39.3,96450195.0,60.7
33,Rocky Balboa,"$155,929,020",70270943.0,45.1,85658077.0,54.9
34,Dreamgirls,"$155,430,335",103365956.0,66.5,52064379.0,33.5
35,Charlotte's Web,"$148,964,090",82985708.0,55.7,65978114.0,44.3
36,Garfield: A Tail of Two Kitties,"$143,325,970",28426747.0,19.8,114899223.0,80.2
37,Monster House,"$141,861,243",73661010.0,51.9,68200233.0,48.1
38,Big Momma's House 2,"$141,522,961",70165972.0,49.6,71356989.0,50.4
39,Babel,"$135,330,182",34302837.0,25.3,101027345.0,74.7
40,Perfume: The Story of a Murderer,"$135,039,924",2223293.0,1.6,132816631.0,98.4
41,V for Vendetta,"$132,511,035",70511035.0,53.2,62000000.0,46.8
42,"You, Me and Dupree","$130,628,903",75628110.0,57.9,55000793.0,42.1
43,Failure to Launch,"$130,224,158",88715192.0,68.1,41508966.0,31.9
44,The Queen,"$123,384,128",56441711.0,45.7,66942417.0,54.3
45,Apocalypto,"$120,654,337",50866635.0,42.2,69787702.0,57.8
46,Eight Below,"$120,455,994",81612565.0,67.8,38843429.0,32.2
47,The Omen,"$119,974,972",54607383.0,45.5,65367589.0,54.5
48,Final Destination 3,"$118,890,272",54098051.0,45.5,64792221.0,54.5
49,Barnyard,"$116,755,080",72637803.0,62.2,44117277.0,37.8
50,The Lake House,"$114,830,111",52330111.0,45.6,62500000.0,54.4
51,Step Up,"$114,194,847",65328121.0,57.2,48866726.0,42.8
52,Underworld: Evolution,"$111,476,513",62318875.0,55.9,49157638.0,44.1
53,The Santa Clause 3: The Escape Clause,"$110,768,122",84500122.0,76.3,26268000.0,23.7
54,The Prestige,"$109,676,311",53089891.0,48.4,56586420.0,51.6
55,Arthur and the Invisibles,"$107,944,236",15132763.0,14.0,92811473.0,86.0
56,Little Man,"$104,003,322",58645052.0,56.4,45358270.0,43.6
57,The Wild,"$102,338,515",37384046.0,36.5,64954469.0,63.5
58,Little Miss Sunshine,"$101,059,401",59891098.0,59.3,41167856.0,40.7
59,Silent Hill,"$100,605,135",46982632.0,46.7,53622503.0,53.3
60,The Good Shepherd,"$100,266,865",59952835.0,59.8,40314030.0,40.2
61,Nacho Libre,"$99,255,460",80197993.0,80.8,19057467.0,19.2
62,Deep Sea,"$98,230,905",46412757.0,47.2,51818148.0,52.8
63,The Guardian,"$94,973,540",55011732.0,57.9,39961808.0,42.1
64,The Host,"$89,431,890",2201923.0,2.5,87229967.0,97.5
65,The Illusionist,"$87,892,388",39868642.0,45.4,48023746.0,54.6
66,RV,"$87,528,173",71726025.0,81.9,15802148.0,18.1
67,The Shaggy Dog,"$87,134,280",61123569.0,70.1,26010711.0,29.9
68,Date Movie,"$85,749,034",48548426.0,56.6,37200608.0,43.4
69,Volver,"$85,585,177",12899867.0,15.1,72685310.0,84.9
70,Jackass Number Two,"$84,645,164",72778712.0,86.0,11866452.0,14.0
71,French Fried Vacation 3: Friends Forever,"$84,152,064",57982996.94,47.41,84152064.0,100.0
72,Pan's Labyrinth,"$83,850,267",37634615.0,44.9,46215652.0,55.1
73,Firewall,"$82,751,189",48751189.0,58.9,34000000.0,41.1
74,Hostel,"$81,979,826",47326473.0,57.7,34653353.0,42.3
75,The Sentinel,"$78,810,595",36280697.0,46.0,42529898.0,54.0
76,Curse of the Golden Flower,"$78,568,977",6566773.0,8.4,72002204.0,91.6
77,The Lives of Others,"$77,356,942",11286112.0,14.6,66070830.0,85.4
78,United 93,"$76,700,659",31483450.0,41.0,45217209.0,59.0
79,Lady in the Water,"$72,785,169",42285169.0,58.1,30500000.0,41.9
80,The Grudge 2,"$70,711,175",39143839.0,55.4,31567336.0,44.6
81,Children of Men,"$70,455,770",35552383.0,50.5,34903387.0,49.5
82,The Hills Have Eyes,"$70,008,952",41778863.0,59.7,28230089.0,40.3
83,Curious George,"$69,865,924",58360760.0,83.5,11505164.0,16.5
84,John Tucker Must Die,"$68,844,775",41011711.0,59.6,27833064.0,40.4
85,Letters from Iwo Jima,"$68,673,228",13756082.0,20.0,54917146.0,80.0
86,Tales from Earthsea,"$68,625,104",57982996.94,47.41,68625104.0,100.0
87,Fearless,"$68,072,848",24633730.0,36.2,43439118.0,63.8
88,When a Stranger Calls,"$67,062,123",47860214.0,71.4,19201909.0,28.6
89,Take the Lead,"$66,499,627",34742066.0,52.2,31757561.0,47.8
90,Flags of Our Fathers,"$65,900,249",33602376.0,51.0,32297873.0,49.0
91,16 Blocks,"$65,664,721",36895141.0,56.2,28769580.0,43.8
92,The Benchwarmers,"$64,962,629",59843754.0,92.1,5118875.0,7.9
93,Madea's Family Reunion,"$63,368,939",63318000.0,99.9,50939.0,65.85
94,Snakes on a Plane,"$62,022,014",34020814.0,54.9,28001200.0,45.1
95,My Super Ex-Girlfriend,"$61,108,981",22530295.0,36.9,38578686.0,63.1
96,Marie Antoinette,"$60,917,189",15962471.0,26.2,44954718.0,73.8
97,Limit of Love: Umizaru,"$60,369,589",57982996.94,47.41,60369589.0,100.0
98,Invincible,"$58,480,828",57806952.0,98.8,673876.0,1.2
99,She's the Man,"$57,194,667",33741133.0,59.0,23453534.0,41.0
100,Lucky Number Slevin,"$56,308,881",22495466.0,40.0,33813415.0,60.0
101,The Ant Bully,"$55,181,129",28142535.0,51.0,27038594.0,49.0
102,Stranger Than Fiction,"$53,653,224",40660952.0,75.8,12992272.0,24.2
103,The Texas Chainsaw Massacre: The Beginning,"$51,764,406",39517763.0,76.3,12246643.0,23.7
104,Doomsday: The Sinking of Japan,"$51,127,401",57982996.94,47.41,51127401.0,100.0
105,Notes on a Scandal,"$49,814,568",17510118.0,35.2,32304274.0,64.8
106,An Inconvenient Truth,"$49,782,012",24146161.0,48.5,25635851.0,51.5
107,The Black Dahlia,"$49,332,692",22545080.0,45.7,26787612.0,54.3
108,The Last King of Scotland,"$48,618,191",17606684.0,36.2,31011507.0,63.8
109,Suite Dreams,"$48,090,431",57982996.94,47.41,48090431.0,100.0
110,Death Note: The Last Name,"$47,917,637",57982996.94,47.41,47917637.0,100.0
111,Deck the Halls,"$47,232,776",35093569.0,74.3,12139207.0,25.7
112,The Nativity Story,"$46,432,264",37629831.0,81.0,8802433.0,19.0
113,We Are Marshall,"$43,545,364",43545364.0,100.0,73995924.08,65.85
114,Last Holiday,"$43,451,846",38399961.0,88.4,5051885.0,11.6
115,Glory Road,"$42,938,449",42647449.0,99.3,291000.0,0.7
116,Crank,"$42,931,041",27838408.0,64.8,15092633.0,35.2
117,Man of the Year,"$42,472,472",37327390.0,87.9,5145082.0,12.1
118,A Good Year,"$42,269,923",7459300.0,17.6,34810623.0,82.4
119,200 Pounds Beauty,"$42,013,016",57982996.94,47.41,42013016.0,100.0
120,Gridiron Gang,"$41,480,851",38432823.0,92.7,3048028.0,7.3
121,Thank You for Smoking,"$39,323,027",24793509.0,63.1,14529518.0,36.9
122,Scoop,"$39,220,946",10525717.0,26.8,28695229.0,73.2
123,Tazza: The High Rollers,"$39,212,715",57982996.94,47.41,39212715.0,100.0
124,The Wicker Man,"$38,805,380",23649127.0,60.9,15156253.0,39.1
125,Basic Instinct 2,"$38,629,478",5971336.0,15.5,32658142.0,84.5
126,Accepted,"$38,623,262",36323505.0,94.0,2299757.0,6.0
127,Employee of the Month,"$38,528,984",28444855.0,73.8,10084129.0,26.2
128,Day Watch,"$38,411,815",57982996.94,47.41,38411815.0,100.0
129,Just My Luck,"$38,159,905",17326650.0,45.4,20833255.0,54.6
130,Camping,"$37,912,041",57982996.94,47.41,37912041.0,100.0
131,The Covenant,"$37,598,767",23380495.0,62.2,14218272.0,37.8
132,Miss Potter,"$35,078,241",3005605.0,8.6,32072636.0,91.4
133,Bambi II,"$34,958,637",57982996.94,47.41,34958637.0,100.0
134,Love and Honor,"$33,755,574",60910.0,0.2,33694664.0,99.8
135,Tell No One,"$33,406,992",6177192.0,18.5,27229800.0,81.5
136,7 Dwarves: The Forest Is Not Enough,"$32,863,752",57982996.94,47.41,32863752.0,100.0
137,Dhoom 2,"$32,396,427",2643586.0,8.2,29752841.0,91.8
138,Stick It,"$31,976,848",26910736.0,84.2,5066112.0,15.8
139,Deutschland. Ein Sommermärchen,"$31,257,991",57982996.94,47.41,31257991.0,100.0
140,Ultraviolet,"$31,070,211",18535812.0,59.7,12534399.0,40.3
141,Doraemon the Movie: Nobita's Dinosaur,"$30,963,292",57982996.94,47.41,30963292.0,100.0
142,Twosabu ilchae,"$30,622,421",57982996.94,47.41,30622421.0,100.0
143,Natale a New York,"$30,437,121",57982996.94,47.41,30437121.0,100.0
144,I Do: How to Get Married and Stay Single,"$30,057,369",57982996.94,47.41,30057369.0,100.0
145,Pulse,"$29,907,685",20264436.0,67.8,9643249.0,32.2
146,Death Note,"$29,630,359",57982996.94,47.41,29630359.0,100.0
147,An American Haunting,"$29,612,137",16298046.0,55.0,13314091.0,45.0
148,The Valet,"$29,414,553",1926800.0,6.6,27487753.0,93.4
149,Tristan + Isolde,"$28,047,963",14734633.0,52.5,13313330.0,47.5
150,Priceless,"$27,949,650",2165188.0,7.7,25784462.0,92.3
151,Pokémon Ranger and the Temple of the Sea,"$27,638,625",57982996.94,47.41,27638625.0,100.0
152,Stay Alive,"$27,298,695",23086480.0,84.6,4212215.0,15.4
153,Clerks II,"$26,984,975",24148068.0,89.5,2836907.0,10.5
154,The Painted Veil,"$26,910,847",8060487.0,30.0,18850360.0,70.0
155,Black Book,"$26,768,563",4398532.0,16.4,22370031.0,83.6
156,Detective Conan: The Private Eyes' Requiem,"$26,251,232",57982996.94,47.41,26251232.0,100.0
157,A Prairie Home Companion,"$25,978,867",20342852.0,78.3,5636015.0,21.7
158,You Are So Beautiful,"$25,329,576",57982996.94,47.41,25329576.0,100.0
159,Tears for You,"$25,300,338",57982996.94,47.41,25300338.0,100.0
160,Kabhi Alvida Naa Kehna,"$25,229,168",3275444.0,13.0,21953724.0,87.0
161,School for Scoundrels,"$23,947,685",17807569.0,74.4,6140116.0,25.6
162,Stormbreaker,"$23,937,870",677646.0,2.8,23260224.0,97.2
163,Il mio miglior nemico,"$23,710,143",57982996.94,47.41,23710143.0,100.0
164,Valley of the Wolves: Iraq,"$23,465,471",57982996.94,47.41,23465471.0,100.0
165,Captain Alatriste: The Spanish Musketeer,"$23,321,954",57982996.94,47.41,23321954.0,100.0
166,"OSS 117: Cairo, Nest of Spies","$23,055,884",303543.0,1.3,22752341.0,98.7
167,Aquamarine,"$22,989,957",18597342.0,80.9,4392615.0,19.1
168,Days of Glory,"$22,963,701",320700.0,1.4,22643001.0,98.6
169,The Wind that Shakes the Barley,"$22,899,908",1836089.0,8.0,21063819.0,92.0
170,The Banquet,"$22,598,772",57982996.94,47.41,22598772.0,100.0
171,Asterix and the Vikings,"$22,501,596",57982996.94,47.41,22501596.0,100.0
172,Fanaa,"$22,175,908",2105352.0,9.5,20070556.0,90.5
173,The Marine,"$22,165,608",18844784.0,85.0,3320824.0,15.0
174,Unaccompanied Minors,"$21,949,234",16655224.0,75.9,5294010.0,24.1
175,Flicka,"$21,893,591",21000147.0,95.9,893444.0,4.1
176,Rob-B-Hood,"$21,836,580",57982996.94,47.41,21836580.0,100.0
177,Wolfhound,"$21,573,338",57982996.94,47.41,21573338.0,100.0
178,Black Christmas,"$21,510,851",16273581.0,75.7,5237270.0,24.3
179,Waist Deep,"$21,353,303",21344312.0,100.0,8991.0,65.85
180,ATL,"$21,170,563",21170563.0,100.0,73995924.08,65.85
181,Bobby,"$20,704,591",11242801.0,54.3,9461790.0,45.7
182,Beerfest,"$20,387,597",19185184.0,94.1,1202413.0,5.9
183,Don,"$19,640,129",2223961.0,11.3,17416168.0,88.7
184,Movie: Marrying the Mafia 3 - Family Hustle,"$19,606,487",57982996.94,47.41,19606487.0,100.0
185,Akeelah and the Bee,"$18,948,425",18848430.0,99.5,99995.0,0.5
186,See No Evil,"$18,564,467",15032800.0,81.0,3531667.0,19.0
187,Hanbando,"$18,483,140",57982996.94,47.41,18483140.0,100.0
188,Bandidas,"$18,381,890",57982996.94,47.41,18381890.0,100.0
189,Friends with Money,"$18,245,244",13368437.0,73.3,4876807.0,26.7
190,Krrish,"$18,041,250",1430721.0,7.9,16610529.0,92.1
191,Lage Raho Munna Bhai,"$17,897,527",2217562.0,12.4,15679965.0,87.6
192,Flyboys,"$17,834,865",13090630.0,73.4,4744235.0,26.6
193,Battle of the Warriors,"$17,812,601",57982996.94,47.41,17812601.0,100.0
194,Memories of Tomorrow,"$17,696,020",140200.0,0.8,17555820.0,99.2
195,Grave Decisions,"$17,685,834",57982996.94,47.41,17685834.0,100.0
196,Orchestra Seats,"$17,574,836",2044858.0,11.6,15529978.0,88.4
197,Annapolis,"$17,496,992",17127992.0,97.9,369000.0,2.1
198,"Paris, Je T'aime","$17,471,727",4899278.0,28.0,12572449.0,72.0
199,Material Girls,"$16,907,725",11449638.0,67.7,5458087.0,32.3
200,Zhara,"$16,877,870",57982996.94,47.41,16877870.0,100.0
1,Pirates of the Caribbean: At World's End,"$960,996,492",309420425.0,32.2,651576067.0,67.8
2,Harry Potter and the Order of the Phoenix,"$941,942,929",292004738.0,31.0,649928484.0,69.0
3,Spider-Man 3,"$890,871,626",336530303.0,37.8,554341323.0,62.2
4,Shrek the Third,"$808,308,862",322719944.0,39.9,485586147.0,60.1
5,Transformers,"$709,709,780",319246193.0,45.0,390463587.0,55.0
6,Ratatouille,"$623,727,147",206445654.0,33.1,417280431.0,66.9
7,I Am Legend,"$585,410,052",256393010.0,43.8,329017042.0,56.2
8,The Simpsons Movie,"$536,414,270",183135014.0,34.1,353279256.0,65.9
9,National Treasure: Book of Secrets,"$459,242,249",219964115.0,47.9,239278134.0,52.1
10,300,"$456,068,181",210614939.0,46.2,245453242.0,53.8
11,The Bourne Ultimatum,"$442,824,138",227471070.0,51.4,215353068.0,48.6
12,Live Free or Die Hard,"$388,156,011",134529403.0,34.7,253626608.0,65.3
13,The Golden Compass,"$372,234,864",70107728.0,18.8,302127136.0,81.2
14,Alvin and the Chipmunks,"$365,352,546",217326974.0,59.5,148025572.0,40.5
15,Enchanted,"$340,487,652",127807262.0,37.5,212680390.0,62.5
16,Ocean's Thirteen,"$311,312,624",117154724.0,37.6,194157900.0,62.4
17,Fantastic Four: Rise of the Silver Surfer,"$301,913,131",131921738.0,43.7,169991393.0,56.3
18,Bee Movie,"$293,514,336",126631277.0,43.1,166883059.0,56.9
19,American Gangster,"$269,755,430",130164645.0,48.3,139590785.0,51.7
20,Rush Hour 3,"$258,097,122",140125968.0,54.3,117971154.0,45.7
21,Wild Hogs,"$253,625,427",168273550.0,66.3,85351877.0,33.7
22,Juno,"$232,372,917",143495265.0,61.8,88877416.0,38.2
23,Mr. Bean's Holiday,"$232,225,908",33302167.0,14.3,198923741.0,85.7
24,Ghost Rider,"$228,738,393",115802596.0,50.6,112935797.0,49.4
25,Knocked Up,"$219,922,417",148768917.0,67.6,71153500.0,32.4
26,Hairspray,"$203,553,768",118871849.0,58.4,84681073.0,41.6
27,Beowulf,"$196,393,745",82280579.0,41.9,114113166.0,58.1
28,I Now Pronounce You Chuck & Larry,"$187,134,117",120059556.0,64.2,67074561.0,35.8
29,Knowing,"$183,658,498",79957634.0,43.5,103700864.0,56.5
30,The Bucket List,"$175,372,502",93466502.0,53.3,81906000.0,46.7
31,Evan Almighty,"$174,440,724",100462298.0,57.6,73978426.0,42.4
32,No Country for Old Men,"$171,627,166",74283625.0,43.3,97343541.0,56.7
33,Superbad,"$170,812,574",121463226.0,71.1,49349300.0,28.9
34,Meet the Robinsons,"$169,333,034",97822171.0,57.8,71510863.0,42.2
35,Norbit,"$159,814,490",95673607.0,59.9,64140883.0,40.1
36,P.S. I Love You,"$156,835,339",53695808.0,34.2,103139531.0,65.8
37,Sweeney Todd: The Demon Barber of Fleet Street,"$153,383,627",52898073.0,34.5,100485554.0,65.5
38,Surf's Up,"$152,005,713",58867694.0,38.7,93138019.0,61.3
39,The Game Plan,"$147,880,543",90648202.0,61.3,57232341.0,38.7
40,Resident Evil: Extinction,"$147,717,833",50648679.0,34.3,97069154.0,65.7
41,Music and Lyrics,"$145,896,422",50572589.0,34.7,95323833.0,65.3
42,Blades of Glory,"$145,710,347",118594548.0,81.4,27115799.0,18.6
43,Saw IV,"$139,352,633",63300095.0,45.4,76052538.0,54.6
44,Bridge to Terabithia,"$137,587,063",82272442.0,59.8,55314621.0,40.2
45,Stardust,"$137,515,140",38634938.0,28.1,98880202.0,71.9
46,1408,"$132,963,417",71985628.0,54.1,60977789.0,45.9
47,Aliens vs. Predator: Requiem,"$130,290,885",41797066.0,32.1,88493819.0,67.9
48,Atonement,"$129,266,061",50927067.0,39.4,78338994.0,60.6
49,The Heartbreak Kid,"$128,453,183",36787257.0,28.6,91665926.0,71.4
50,Charlie Wilson's War,"$119,483,446",66661095.0,55.8,52822351.0,44.2
51,Disturbia,"$118,114,220",80209692.0,67.9,37904528.0,32.1
52,Earth,"$108,975,160",32011576.0,29.4,76963584.0,70.6
53,The Water Horse,"$103,967,384",40946255.0,39.4,63021129.0,60.6
54,Hitman,"$101,276,318",39687694.0,39.2,61588624.0,60.8
55,Fred Claus,"$97,838,349",72006777.0,73.6,25831572.0,26.4
56,TMNT,"$95,797,812",54149098.0,56.5,41648714.0,43.5
57,Shooter,"$95,696,996",47003582.0,49.1,48693414.0,50.9
58,Michael Clayton,"$92,991,835",49033882.0,52.7,43957953.0,47.3
59,No Reservations,"$92,601,050",43107979.0,46.6,49493071.0,53.4
60,Fracture,"$92,011,561",39015018.0,42.4,52996543.0,57.6
61,Epic Movie,"$87,238,158",39739367.0,45.6,47498791.0,54.4
62,The Kingdom,"$87,019,158",47536778.0,54.6,39482380.0,45.4
63,La Vie En Rose,"$86,274,793",10301706.0,11.9,75973087.0,88.1
64,Zodiac,"$84,785,914",33080084.0,39.0,51705830.0,61.0
65,Premonition,"$84,146,832",47852604.0,56.9,36294228.0,43.1
66,Hannibal Rising,"$82,169,884",27670986.0,33.7,54498898.0,66.3
67,Rabbit Without Ears,"$81,744,033",57982996.94,47.41,81744033.0,100.0
68,Hot Fuzz,"$80,577,265",23637265.0,29.3,56940000.0,70.7
69,Halloween,"$80,460,948",58272029.0,72.4,22188919.0,27.6
70,The Orphanage,"$78,638,987",7161284.0,9.1,71477703.0,90.9
71,The Number 23,"$77,677,553",35193167.0,45.3,42484386.0,54.7
72,Next,"$77,621,983",18211013.0,23.5,59410970.0,76.5
73,There Will Be Blood,"$76,181,545",40222514.0,52.8,35959031.0,47.2
74,Hero,"$76,089,199",57982996.94,47.41,76089199.0,100.0
75,Elizabeth: The Golden Age,"$75,782,758",16383509.0,21.6,59399249.0,78.4
76,30 Days of Night,"$75,513,170",39569000.0,52.4,35944170.0,47.6
77,Stomp the Yard,"$75,511,123",61356221.0,81.3,14154902.0,18.7
78,Dragon Wars: D-War,"$75,108,817",10977721.0,14.6,64131096.0,85.4
79,The Kite Runner,"$75,011,029",15800078.0,21.1,59210951.0,78.9
80,Perfect Stranger,"$73,534,117",23984949.0,32.6,49549168.0,67.4
81,License to Wed,"$70,181,325",43799818.0,62.4,26381507.0,37.6
82,3:10 to Yuma,"$70,016,220",53606916.0,76.6,16409304.0,23.4
83,The Brave One,"$69,787,394",36793804.0,52.7,32993590.0,47.3
84,Because I Said So,"$69,485,490",42674040.0,61.4,26811450.0,38.6
85,Mr. Magorium's Wonder Emporium,"$69,474,661",32061555.0,46.1,37413106.0,53.9
86,Dan in Real Life,"$68,471,669",47642963.0,69.6,20828706.0,30.4
87,"Lust, Caution","$67,091,915",4604982.0,6.9,62486933.0,93.1
88,August Rush,"$66,122,026",31664162.0,47.9,34457864.0,52.1
89,Underdog,"$65,270,477",43760605.0,67.0,21509872.0,33.0
90,Taxi 4,"$65,125,001",57982996.94,47.41,65125001.0,100.0
91,28 Weeks Later,"$65,048,725",28638916.0,44.0,36409762.0,56.0
92,Lions for Lambs,"$64,811,540",15002854.0,23.1,49808686.0,76.9
93,The Reaping,"$62,771,059",25126214.0,40.0,37644845.0,60.0
94,Good Luck Chuck,"$59,768,495",35017297.0,58.6,24751198.0,41.4
95,Are We Done Yet?,"$58,388,068",49662533.0,85.1,8725535.0,14.9
96,The Mist,"$57,470,220",25594957.0,44.5,31875263.0,55.5
97,Smokin' Aces,"$57,232,879",35787686.0,62.5,21445193.0,37.5
98,Into the Wild,"$56,674,477",18354356.0,32.4,38320121.0,67.6
99,Eastern Promises,"$56,106,607",17266000.0,30.8,38840607.0,69.2
100,Why Did I Get Married?,"$55,862,886",55204525.0,98.8,658361.0,1.2
101,The Irony of Fate 2,"$55,639,741",57982996.94,47.41,55639741.0,100.0
102,We Own the Night,"$55,033,767",28563179.0,51.9,26470588.0,48.1
103,The Messengers,"$55,010,659",35374833.0,64.3,19635826.0,35.7
