Movie_Rank,Movie_Name,Worldwide_Gross,Domestic_Gross,Domestic_Percent,Foreign_Gross,Foreign_Percent
158,Nobody's Fool,"$33,705,333",31713110.0,94.1,1992223.0,5.9
159,Baaghi 2,"$33,139,063",1319579.0,4.0,31819484.0,96.0
160,The Hurricane Heist,"$32,517,248",6115825.0,18.8,26401423.0,81.2
161,All About Me,"$31,920,159",57982996.94,47.41,31920159.0,100.0
162,Bad Times at the El Royale,"$31,882,724",17839115.0,56.0,14043609.0,44.0
163,Beautiful Boy,"$31,711,319",7649973.0,24.1,24061346.0,75.9
164,Hunter Killer,"$31,672,678",15767460.0,49.8,15905218.0,50.2
165,Super Troopers 2,"$31,626,386",30617396.0,96.8,1008990.0,3.2
166,The Strangers: Prey at Night,"$31,039,126",24586708.0,79.2,6452418.0,20.8
167,Gintama 2: Rules are Made to be Broken,"$30,896,653",57982996.94,47.41,30896653.0,100.0
168,Meng Chong guo Jiang,"$30,355,804",57982996.94,47.41,30355804.0,100.0
169,Clergy,"$30,114,115",57982996.94,47.41,30114115.0,100.0
170,Ice,"$29,806,210",57982996.94,47.41,29806210.0,100.0
171,Free Solo,"$29,390,279",17541090.0,59.7,11849189.0,40.3
172,Dark Figure of Crime,"$29,176,133",57982996.94,47.41,29176133.0,100.0
173,Pad Man,"$29,045,020",1670192.0,5.8,27374828.0,94.2
174,Mirai,"$28,756,961",812794.0,2.8,27944167.0,97.2
175,Default,"$27,694,043",203775.0,0.7,27490268.0,99.3
176,One Cut of the Dead,"$27,590,180",52406.0,0.2,27537774.0,99.8
177,The Happytime Murders,"$27,506,452",20706452.0,75.3,6800000.0,24.7
178,Midnight Sun,"$27,365,467",9561064.0,34.9,17804403.0,65.1
179,VIP Policeman,"$27,222,681",57982996.94,47.41,27222681.0,100.0
180,My Neighbor Totoro 2018 Re-release,"$27,083,857",1144649.0,4.2,25939208.0,95.8
181,The Faces of My Gene,"$26,796,279",57982996.94,47.41,26796279.0,100.0
182,Badhaai Ho,"$26,125,610",57982996.94,47.41,26125610.0,100.0
183,Hichki,"$26,055,222",330279.0,1.3,25724943.0,98.7
184,Champions,"$25,962,612",57982996.94,47.41,25962612.0,100.0
185,White Boy Rick,"$25,957,482",24011188.0,92.5,1946294.0,7.5
186,"Paul, Apostle of Christ","$25,915,966",17560475.0,67.8,8355491.0,32.2
187,Keys to the Heart,"$25,375,866",75134.0,0.3,25300732.0,99.7
188,Stan & Ollie,"$24,420,923",5470235.0,22.4,18950688.0,77.6
189,The Witch: Part 1 - The Subversion,"$24,340,302",57982996.94,47.41,24340302.0,100.0
190,The Accidental Detective 2: In Action,"$24,243,825",179045.0,0.7,24064780.0,99.3
191,Killing for the Prosecution,"$23,929,620",57982996.94,47.41,23929620.0,100.0
192,Pokémon the Movie: The Power of Us,"$23,740,788",789170.0,3.3,22951618.0,96.7
193,The Guernsey Literary and Potato Peel Pie Society,"$23,148,937",57982996.94,47.41,23148937.0,100.0
194,The Crimes That Bind,"$23,144,130",57982996.94,47.41,23144130.0,100.0
195,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",57982996.94,47.41,23130469.0,100.0
196,Padmaavat,"$22,991,060",11846060.0,51.5,11145000.0,48.5
197,Won't You Be My Neighbor?,"$22,844,741",22835787.0,100.0,8954.0,65.85
198,Europe Raiders,"$22,435,156",57982996.94,47.41,22435156.0,100.0
199,Mojin: The Worm Valley,"$22,381,583",101516.0,0.5,22280067.0,99.5
200,Stree,"$22,075,730",57982996.94,47.41,22075730.0,100.0
1,Avengers: Endgame,"$2,799,439,100",858373000.0,30.7,1941066100.0,69.3
2,The Lion King,"$1,656,943,394",543638043.0,32.8,1113305351.0,67.2
3,Frozen II,"$1,450,026,933",477373578.0,32.9,972653355.0,67.1
4,Spider-Man: Far from Home,"$1,131,927,996",390532085.0,34.5,741395911.0,65.5
5,Captain Marvel,"$1,128,274,794",426829839.0,37.8,701444955.0,62.2
6,Joker,"$1,078,751,311",335451311.0,31.1,743300000.0,68.9
7,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248",515202542.0,48.0,558941706.0,52.0
8,Toy Story 4,"$1,073,394,593",434038008.0,40.4,639356585.0,59.6
9,Aladdin,"$1,050,693,953",355559216.0,33.8,695134737.0,66.2
10,Jumanji: The Next Level,"$801,693,929",320314960.0,40.0,481378969.0,60.0
11,Fast & Furious Presents: Hobbs & Shaw,"$760,732,926",173956935.0,22.9,586775991.0,77.1
12,Ne Zha,"$726,024,868",3695533.0,0.5,722329335.0,99.5
13,The Wandering Earth,"$699,856,699",5971413.0,0.9,693885286.0,99.1
14,How to Train Your Dragon: The Hidden World,"$521,799,505",160799505.0,30.8,361000000.0,69.2
15,Maleficent: Mistress of Evil,"$491,730,089",113929605.0,23.2,377800484.0,76.8
16,It Chapter Two,"$473,093,228",211593228.0,44.7,261500000.0,55.3
17,"My People, My Country","$450,064,993",2356683.0,0.5,447708310.0,99.5
18,Pokémon: Detective Pikachu,"$433,305,346",144105346.0,33.3,289200000.0,66.7
19,The Secret Life of Pets 2,"$431,164,459",158980250.0,36.9,272184209.0,63.1
20,The Captain,"$417,863,545",706572.0,0.2,417156973.0,99.8
21,Alita: Battle Angel,"$404,980,543",85838210.0,21.2,319142333.0,78.8
22,Godzilla: King of the Monsters,"$387,300,138",110500138.0,28.5,276800000.0,71.5
23,1917,"$384,580,017",159227644.0,41.4,225352373.0,58.6
24,Once Upon a Time... in Hollywood,"$377,426,903",142502728.0,37.8,234924175.0,62.2
25,Shazam!,"$365,971,656",140371656.0,38.4,225600000.0,61.6
26,Dumbo,"$353,284,621",114766307.0,32.5,238518314.0,67.5
27,John Wick: Chapter 3 - Parabellum,"$327,777,335",171015687.0,52.2,156761648.0,47.8
28,Crazy Alien,"$327,598,891",57982996.94,47.41,327598891.0,100.0
29,Knives Out,"$312,897,920",165363234.0,52.8,147534686.0,47.2
30,Terminator: Dark Fate,"$261,119,292",62253077.0,23.8,198866215.0,76.2
31,Parasite,"$258,129,037",53369749.0,20.7,204759288.0,79.3
32,Us,"$256,022,707",175084580.0,68.4,80938127.0,31.6
33,Pegasus,"$255,863,112",57982996.94,47.41,255863112.0,100.0
34,Men in Black: International,"$253,890,701",80001807.0,31.5,173888894.0,68.5
35,X-Men: Dark Phoenix,"$252,442,974",65845974.0,26.1,186597000.0,73.9
36,Glass,"$246,999,039",111048468.0,45.0,135950571.0,55.0
37,The Bravest,"$245,179,562",290217.0,0.1,244889345.0,99.9
38,Annabelle Comes Home,"$231,252,591",74152591.0,32.1,157100000.0,67.9
39,Better Days,"$227,313,644",1921657.0,0.8,225391987.0,99.2
40,Ford v Ferrari,"$225,508,210",117624357.0,52.2,107883853.0,47.8
41,Little Women,"$220,102,318",108101214.0,49.1,112001104.0,50.9
42,The Addams Family,"$203,044,905",100044905.0,49.3,103000000.0,50.7
43,Rocketman,"$195,320,400",96368160.0,49.3,98952240.0,50.7
44,Downton Abbey,"$194,694,725",96853865.0,49.7,97840860.0,50.3
45,Weathering with You,"$192,495,409",8056636.0,4.2,184438773.0,95.8
46,The Lego Movie 2: The Second Part,"$192,306,508",105806508.0,55.0,86500000.0,45.0
47,Sheep Without a Shepherd,"$191,602,146",57982996.94,47.41,191602146.0,100.0
48,The White Storm 2: Drug Lords,"$189,396,380",609461.0,0.3,188786919.0,99.7
49,Abominable,"$188,623,517",60716390.0,32.2,127907127.0,67.8
50,Ip Man 4: The Finale,"$176,345,966",3956031.0,2.2,172389935.0,97.8
51,Gemini Man,"$173,469,516",48546770.0,28.0,124922746.0,72.0
52,Spies in Disguise,"$171,616,764",66757013.0,38.9,104859751.0,61.1
53,Hustlers,"$157,563,598",104963598.0,66.6,52600000.0,33.4
54,The Climbers,"$156,892,866",487157.0,0.3,156405709.0,99.7
55,Escape Room,"$155,712,077",57005601.0,36.6,98706476.0,63.4
56,Yesterday,"$154,608,856",73286650.0,47.4,81322206.0,52.6
57,The Angry Birds Movie 2,"$147,792,047",41667116.0,28.2,106124931.0,71.8
58,Angel Has Fallen,"$146,661,977",69030436.0,47.1,77631541.0,52.9
59,Ad Astra,"$127,461,872",50188370.0,39.4,77273502.0,60.6
60,Midway,"$127,390,389",56846802.0,44.6,70543587.0,55.4
61,The Upside,"$125,852,517",108252517.0,86.0,17600000.0,14.0
62,Last Christmas,"$123,446,172",35150750.0,28.5,88295422.0,71.5
63,The Curse of La Llorona,"$123,233,739",54733739.0,44.4,68500000.0,55.6
64,Looking Up,"$122,994,583",84267.0,47.41,122910316.0,99.9
65,Zombieland: Double Tap,"$122,810,399",73123082.0,59.5,49687317.0,40.5
66,Dora and the Lost City of Gold,"$120,597,108",60477943.0,50.1,60119165.0,49.9
67,Extreme Job,"$119,932,733",1565885.0,1.3,118366848.0,98.7
68,Wonder Park,"$119,559,110",45216793.0,37.8,74342317.0,62.2
69,P Storm,"$117,991,727",326711.0,0.3,117665016.0,99.7
70,Detective Conan: The Fist of Blue Sapphire,"$115,448,200",57982996.94,47.41,115448200.0,100.0
71,The Gentlemen,"$115,171,795",36471795.0,31.7,78700000.0,68.3
72,Pet Sematary,"$113,118,226",54724696.0,48.4,58393530.0,51.6
73,Boonie Bears: Blast Into the Past,"$112,367,881",57982996.94,47.41,112367881.0,100.0
74,Good Boys,"$111,173,598",83140306.0,74.8,28033292.0,25.2
75,Scary Stories to Tell in the Dark,"$104,545,505",68947075.0,65.9,35598430.0,34.1
76,Line Walker 2: Invisible Spy,"$99,482,027",296751.0,0.3,99185276.0,99.7
77,The Hustle,"$97,409,779",35417038.0,36.4,61992741.0,63.6
78,The New King of Comedy,"$95,618,308",57982996.94,47.41,95618308.0,100.0
79,Adoring,"$94,975,692",57982996.94,47.41,94975692.0,100.0
80,Five Feet Apart,"$92,554,209",45729221.0,49.4,46824988.0,50.6
81,Crawl,"$91,542,097",39014193.0,42.6,52527904.0,57.4
82,Rambo: Last Blood,"$91,490,353",44819352.0,49.0,46671001.0,51.0
83,Jojo Rabbit,"$90,335,025",33370906.0,36.9,56964119.0,63.1
84,Serial (Bad) Weddings 2,"$87,761,988",57982996.94,47.41,87761988.0,100.0
85,One Piece: Stampede,"$81,562,741",1298528.0,1.6,80264213.0,98.4
86,A Dog's Way Home,"$80,708,134",42004346.0,52.0,38703788.0,48.0
87,A Dog's Journey,"$78,870,908",22782371.0,28.9,56088537.0,71.1
88,Cold Pursuit,"$76,419,755",32138862.0,42.1,44280893.0,57.9
89,Cats,"$75,558,925",27166770.0,36.0,48392155.0,64.0
90,A Madea Family Funeral,"$74,747,725",73257045.0,98.0,1490680.0,2.0
91,Charlie's Angels,"$73,279,888",17803077.0,24.3,55476811.0,75.7
92,Doctor Sleep,"$72,381,712",31581712.0,43.6,40800000.0,56.4
93,What Men Want,"$72,216,294",54611903.0,75.6,17604391.0,24.4
94,Exit,"$69,501,772",470699.0,0.7,69031073.0,99.3
95,After,"$69,497,587",12138565.0,17.5,57359022.0,82.5
96,Playing with Fire,"$69,412,425",44451847.0,64.0,24960578.0,36.0
97,A Beautiful Day in the Neighborhood,"$67,925,733",61704055.0,90.8,6221678.0,9.2
98,War,"$67,179,155",4654000.0,6.9,62525155.0,93.1
99,Doraemon: Nobita's Chronicle of the Moon Exploration,"$65,406,606",57982996.94,47.41,65406606.0,100.0
100,Happy Death Day 2U,"$64,600,152",28148130.0,43.6,36452022.0,56.4
101,White Snake,"$62,098,770",34730.0,47.41,62064040.0,99.9
102,Bombshell,"$61,404,394",31762808.0,51.7,29641586.0,48.3
103,Ashfall,"$61,354,854",372562.0,0.6,60982292.0,99.4
104,Ma,"$61,220,784",45896028.0,75.0,15324756.0,25.0
105,My Best Summer,"$60,011,073",57982996.94,47.41,60011073.0,100.0
106,Ready or Not,"$57,615,777",28714231.0,49.8,28901546.0,50.2
107,Jade Dynasty,"$57,149,764",57982996.94,47.41,57149764.0,100.0
108,The Perfect Secret,"$56,573,047",57982996.94,47.41,56573047.0,100.0
109,The Big Shot,"$56,040,681",57982996.94,47.41,56040681.0,100.0
110,Hellboy,"$55,064,690",21903748.0,39.8,33160942.0,60.2
111,Les Misérables,"$54,606,372",330181.0,0.6,54276191.0,99.4
112,Long Shot,"$53,873,809",30316271.0,56.3,23557538.0,43.7
113,Just Mercy,"$50,901,502",36001502.0,70.7,14900000.0,29.3
114,Son of a Rich,"$50,803,834",57982996.94,47.41,50803834.0,100.0
115,Kingdom,"$50,574,061",57982996.94,47.41,50574061.0,100.0
116,Breakthrough,"$50,444,358",40713082.0,80.7,9731276.0,19.3
117,Uncut Gems,"$50,023,780",50023780.0,100.0,73995924.08,65.85
118,21 Bridges,"$49,939,757",28539757.0,57.1,21400000.0,42.9
119,Song of Youth,"$49,615,508",57982996.94,47.41,49615508.0,100.0
120,The Grudge,"$49,511,319",21221803.0,42.9,28289516.0,57.1
121,Little,"$48,987,096",40860481.0,83.4,8126615.0,16.6
122,Isn't It Romantic,"$48,791,187",48791187.0,100.0,73995924.08,65.85
123,The Legend of Hei,"$48,507,082",57982996.94,47.41,48507082.0,100.0
124,Countdown,"$48,021,766",25621766.0,53.4,22400000.0,46.6
125,Midsommar,"$47,871,968",27426361.0,57.3,20445607.0,42.7
126,Queen & Slim,"$47,834,125",43808310.0,91.6,4025815.0,8.4
127,47 Meters Down: Uncaged,"$47,582,563",22260900.0,46.8,25321663.0,53.2
128,Chasing the Dragon II: Wild Wild Bunch,"$45,733,356",196634.0,0.4,45536722.0,99.6
129,Judy,"$45,701,880",24313888.0,53.2,21387992.0,46.8
130,Child's Play,"$44,907,074",29208403.0,65.0,15698671.0,35.0
131,Richard Jewell,"$44,645,542",22345542.0,50.1,22300000.0,49.9
132,Harriet,"$43,347,017",43082155.0,99.4,264862.0,0.6
133,A Shaun the Sheep Movie: Farmageddon,"$43,100,248",57982996.94,47.41,43100248.0,100.0
134,Fighting with My Family,"$41,503,392",22958886.0,55.3,18544506.0,44.7
135,Masquerade Hotel,"$40,396,244",57982996.94,47.41,40396244.0,100.0
136,The Last Wish,"$39,756,292",57982996.94,47.41,39756292.0,100.0
137,Uri: The Surgical Strike,"$39,346,577",4186168.0,10.6,35160409.0,89.4
138,Overcomer,"$38,026,103",34746945.0,91.4,3279158.0,8.6
139,T-34,"$37,410,850",57982996.94,47.41,37410850.0,100.0
140,Pain and Glory,"$37,359,689",4567338.0,12.2,32792351.0,87.8
141,A Witness Out of the Blue,"$37,092,694",57982996.94,47.41,37092694.0,100.0
142,The Intruder,"$36,599,361",35419122.0,96.8,1180239.0,3.2
143,The Queen's Corgi,"$35,515,687",57982996.94,47.41,35515687.0,100.0
144,Warrior of the Hornor,"$34,291,831",57982996.94,47.41,34291831.0,100.0
145,The Battle: Roar to Victory,"$34,148,707",57982996.94,47.41,34148707.0,100.0
146,The Bad Guys: The Movie,"$34,024,386",166972.0,0.5,33857414.0,99.5
147,The Good Liar,"$33,856,058",17156058.0,50.7,16700000.0,49.3
148,The Art of Racing in the Rain,"$33,766,787",26395642.0,78.2,7371145.0,21.8
149,Brightburn,"$33,224,654",17300439.0,52.1,15924215.0,47.9
150,Bharat,"$33,185,983",2971549.0,9.0,30214434.0,91.0
151,Fly Me to the Saitama,"$32,802,347",57982996.94,47.41,32802347.0,100.0
152,UglyDolls,"$32,450,241",20150241.0,62.1,12300000.0,37.9
153,Stuber,"$32,390,945",22370452.0,69.1,10020493.0,30.9
154,Hit Me Anyone One More Time!,"$32,333,512",57982996.94,47.41,32333512.0,100.0
155,Somewhere Winter,"$32,218,990",57982996.94,47.41,32218990.0,100.0
156,The Kid Who Would Be King,"$32,140,970",16790790.0,52.2,15350180.0,47.8
157,Two Tigers,"$32,001,580",57982996.94,47.41,32001580.0,100.0
158,Anna,"$31,626,978",7743794.0,24.5,23883184.0,75.5
159,My Dear Liar,"$31,177,968",90545.0,0.3,31087423.0,99.7
160,The Wild Goose Lake,"$31,064,835",12573.0,47.41,31052262.0,100.0
161,My Hero Academia: Heroes Rising,"$29,971,229",13304000.0,44.4,16667229.0,55.6
162,Fall In Love At First Kiss,"$29,206,238",57982996.94,47.41,29206238.0,100.0
163,Gully Boy,"$28,299,498",5566534.0,19.7,22732964.0,80.3
164,Kim Ji-young: Born 1982,"$27,696,393",57982996.94,47.41,27696393.0,100.0
165,Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118",57982996.94,47.41,27347118.0,100.0
166,Almost a Comedy,"$26,990,962",57982996.94,47.41,26990962.0,100.0
167,Total Dhamaal,"$26,911,995",2167632.0,8.1,24744363.0,91.9
168,Missing Link,"$26,565,710",16649539.0,62.7,9916171.0,37.3
169,No Manches Frida 2,"$26,493,648",9270920.0,35.0,17222728.0,65.0
170,The Confidence Man JP,"$26,228,317",57982996.94,47.41,26228317.0,100.0
171,The Confidence Man JP: The Movie,"$25,958,189",57982996.94,47.41,25958189.0,100.0
172,"The Gangster, the Cop, the Devil","$25,775,371",216494.0,0.8,25558877.0,99.2
173,Bodies at Rest,"$25,293,853",57982996.94,47.41,25293853.0,100.0
174,Booksmart,"$24,959,607",22680962.0,90.9,2278645.0,9.1
175,Super 30,"$24,701,637",2269878.0,9.2,22431759.0,90.8
176,Skyfire,"$24,444,590",1105.0,47.41,24443485.0,100.0
177,Start-Up,"$24,106,579",57982996.94,47.41,24106579.0,100.0
178,Pinocchio,"$23,841,090",1831718.0,7.7,22009372.0,92.3
179,A Rainy Day in New York,"$23,805,899",57982996.94,47.41,23805899.0,100.0
180,The Peanut Butter Falcon,"$23,712,097",20457158.0,86.3,3254939.0,13.7
181,Little White Lies 2,"$23,623,665",57982996.94,47.41,23623665.0,100.0
182,Ossan's Love: Love or Dead,"$23,422,744",57982996.94,47.41,23422744.0,100.0
183,Only Cloud Knows,"$23,414,998",57982996.94,47.41,23414998.0,100.0
184,Dark Waters,"$23,108,017",11136084.0,48.2,11971933.0,51.8
185,The Farewell,"$23,076,657",17695781.0,76.7,5380876.0,23.3
186,The Knight of Shadows: Between Yin and Yang,"$22,936,257",57982996.94,47.41,22936257.0,100.0
187,Black and Blue,"$22,741,061",22055313.0,97.0,685748.0,3.0
188,Late Night,"$22,386,555",15499454.0,69.2,6887101.0,30.8
189,Unplanned,"$21,585,326",19005109.0,88.0,2580217.0,12.0
190,Crazy Romance,"$21,386,368",57982996.94,47.41,21386368.0,100.0
191,Shaft,"$21,360,215",21360215.0,100.0,73995924.08,65.85
192,Hotel Mumbai,"$21,314,816",9651611.0,45.3,11663205.0,54.7
193,Integrity,"$21,290,004",57982996.94,47.41,21290004.0,100.0
194,The Secret Mission,"$21,083,522",57982996.94,47.41,21083522.0,100.0
195,This Is Tomas,"$20,084,169",57982996.94,47.41,20084169.0,100.0
196,The Specials,"$19,363,826",57982996.94,47.41,19363826.0,100.0
197,Always Miss You,"$19,015,465",91884.0,0.5,18923581.0,99.5
198,An Officer and a Spy,"$18,899,214",57982996.94,47.41,18899214.0,100.0
199,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951",57982996.94,47.41,18738951.0,100.0
200,Greta,"$18,653,107",10532219.0,56.5,8120888.0,43.5
1,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"$473,230,408",49505008.0,10.5,423725400.0,89.5
2,The Eight Hundred,"$461,421,559",372755.0,47.41,461048804.0,99.9
3,Bad Boys for Life,"$426,505,244",206305244.0,48.4,220200000.0,51.6
4,"My People, My Homeland","$422,390,820",57982996.94,47.41,422390820.0,100.0
5,Tenet,"$365,304,105",58504105.0,16.0,306800000.0,84.0
6,Sonic the Hedgehog,"$319,715,683",148974665.0,46.6,170741018.0,53.4
7,Dolittle,"$251,410,631",77047065.0,30.6,174363566.0,69.4
8,Jiang Ziya,"$240,646,355",214670.0,47.41,240431685.0,99.9
9,A Little Red Flower,"$216,000,000",57982996.94,47.41,216000000.0,100.0
10,The Croods: A New Age,"$215,905,815",58568815.0,27.1,157337000.0,72.9
11,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,"$205,358,461",84158461.0,41.0,121200000.0,59.0
12,Shock Wave 2,"$198,921,659",57982996.94,47.41,198921659.0,100.0
13,Wonder Woman 1984,"$169,601,036",46801036.0,27.6,122800000.0,72.4
14,The Sacrifice,"$161,047,608",57982996.94,47.41,161047608.0,100.0
15,The Invisible Man,"$144,492,724",70410000.0,48.7,74082724.0,51.3
16,Onward,"$141,940,042",61555145.0,43.4,80384897.0,56.6
17,Warm Hug,"$129,240,236",57982996.94,47.41,129240236.0,100.0
18,Soul,"$121,903,885",946154.0,0.8,120957731.0,99.2
19,The Call of the Wild,"$111,166,669",62342368.0,56.1,48824301.0,43.9
20,Caught in Time,"$80,543,319",57982996.94,47.41,80543319.0,100.0
21,Mulan,"$69,965,374",57982996.94,47.41,69965374.0,100.0
22,The Yin-Yang Master: Dream of Eternity,"$68,000,000",57982996.94,47.41,68000000.0,100.0
23,Stand by Me Doraemon 2,"$65,201,374",57982996.94,47.41,65201374.0,100.0
24,The Rescue,"$64,237,554",18797.0,47.41,64218757.0,100.0
25,Love You Forever,"$60,670,799",57982996.94,47.41,60670799.0,100.0
26,Greenland,"$52,300,000",57982996.94,47.41,52300000.0,100.0
27,Tolo Tolo,"$52,186,426",57982996.94,47.41,52186426.0,100.0
28,Vanguard,"$50,866,901",793525.0,1.6,50073376.0,98.4
29,Fantasy Island,"$49,447,308",27309289.0,55.2,22138019.0,44.8
30,Trolls World Tour,"$49,276,818",450000.0,0.9,48826818.0,99.1
31,The New Mutants,"$49,169,594",23852659.0,48.5,25316935.0,51.5
32,After We Collided,"$47,990,414",2386483.0,5.0,45603931.0,95.0
33,"From Today, It's My Turn: The Movie","$47,895,887",57982996.94,47.41,47895887.0,100.0
34,Tanhaji: The Unsung Warrior,"$45,221,814",57982996.94,47.41,45221814.0,100.0
35,Unhinged,"$44,331,465",20831465.0,47.0,23500000.0,53.0
36,The End of Endless Love,"$43,950,000",57982996.94,47.41,43950000.0,100.0
37,The War with Grandpa,"$43,387,638",21277892.0,49.0,22109746.0,51.0
38,Peninsula,"$42,698,327",1231407.0,2.9,41466920.0,97.1
39,Monster Hunter,"$42,145,959",15162470.0,36.0,26983489.0,64.0
40,Underwater,"$40,882,928",17291078.0,42.3,23591850.0,57.7
41,Bloodshot,"$39,861,118",12561824.0,31.5,27299294.0,68.5
42,Sarileru Neekevvaru,"$37,389,889",821000.0,2.2,36568889.0,97.8
43,The Untold Tale of the Three Kingdoms,"$36,747,486",57982996.94,47.41,36747486.0,100.0
44,The Confidence Man JP: Princess,"$36,109,913",57982996.94,47.41,36109913.0,100.0
45,The Man Standing Next,"$34,664,900",113527.0,0.3,34551373.0,99.7
46,My Mom is a Character 3,"$34,360,029",57982996.94,47.41,34360029.0,100.0
47,Doraemon the Movie: Nobita's New Dinosaur,"$34,218,525",57982996.94,47.41,34218525.0,100.0
48,Deliver Us from Evil,"$33,718,703",57982996.94,47.41,33718703.0,100.0
49,Harry Potter and the Sorcerer's Stone 2020 Re-release,"$31,503,136",57982996.94,47.41,31501815.0,100.0
50,Honest Thief,"$31,220,247",14163574.0,45.4,17056673.0,54.6
51,Like a Boss,"$30,399,490",22169514.0,72.9,8229976.0,27.1
52,The Witches,"$29,303,571",203571.0,0.7,29100000.0,99.3
53,Bath Buddy,"$28,700,000",57982996.94,47.41,28700000.0,100.0
54,Scoob!,"$28,588,425",2188425.0,7.7,26400000.0,92.3
55,Ala Vaikunthapurramuloo,"$28,477,890",57982996.94,47.41,28477890.0,100.0
56,Emma.,"$25,932,444",10055355.0,38.8,15877089.0,61.2
57,Leap,"$25,818,882",83074.0,0.3,25735808.0,99.7
58,The Father,"$24,048,935",2122771.0,8.8,21920547.0,91.1
59,Poupelle of Chimney Town,"$22,715,146",57982996.94,47.41,22715146.0,100.0
60,Gretel & Hansel,"$22,304,357",15347654.0,68.8,6956703.0,31.2
61,Stigmatized Properties,"$21,276,720",57982996.94,47.41,21276720.0,100.0
62,Pokémon the Movie: Secrets of the Jungle,"$21,097,921",57982996.94,47.41,21097921.0,100.0
63,The Photograph,"$20,690,779",20578185.0,99.5,112594.0,0.5
64,Threads - Our Tapestry of Love,"$20,474,270",57982996.94,47.41,20474270.0,100.0
65,Brahms: The Boy II,"$20,311,536",12611536.0,62.1,7700000.0,37.9
66,Violet Evergarden: The Movie,"$20,302,668",57982996.94,47.41,20302668.0,100.0
67,Interstellar 2020 Re-release,"$19,990,000",57982996.94,47.41,19990000.0,100.0
68,Ice 2,"$19,788,995",57982996.94,47.41,19788995.0,100.0
69,Soul Snatcher,"$19,561,221",57982996.94,47.41,19561221.0,100.0
70,The Turning,"$19,428,166",15472775.0,79.6,3955391.0,20.4
71,Fate/stay night [Heaven's Feel] III. spring song,"$19,252,497",200000.0,1.0,19052497.0,99.0
72,Promising Young Woman,"$18,854,166",6460965.0,34.3,12393201.0,65.7
73,Takizawa Enbujo Zero,"$18,091,395",57982996.94,47.41,18091395.0,100.0
74,Freaky,"$18,073,433",9030855.0,50.0,9042578.0,50.0
75,The Promised Neverland,"$17,710,977",57982996.94,47.41,17710977.0,100.0
76,Kaiji: Final Game,"$17,645,779",57982996.94,47.41,17645779.0,100.0
77,Hitman: Agent Jun,"$17,601,351",57982996.94,47.41,17601351.0,100.0
78,Digimon Adventure: Last Evolution Kizuna,"$17,361,009",57982996.94,47.41,17361009.0,100.0
79,Bye Bye Morons,"$16,955,924",57982996.94,47.41,16955924.0,100.0
80,Baaghi 3,"$16,726,510",721439.0,4.3,16005071.0,95.7
81,I Still Believe,"$16,069,730",9868521.0,61.4,6201209.0,38.6
82,The Way Back,"$15,490,514",13590514.0,87.7,1900000.0,12.3
83,Father There is Only One 2,"$15,373,181",57982996.94,47.41,15373181.0,100.0
84,The Personal History of David Copperfield,"$14,399,270",1876298.0,13.0,12522972.0,87.0
85,Nightlife,"$14,308,789",57982996.94,47.41,14308789.0,100.0
86,Pawn,"$14,193,957",57982996.94,47.41,14193957.0,100.0
87,The Post 2020 Re-release,"$13,995,207",57982996.94,47.41,13995207.0,100.0
88,#Alive,"$13,432,212",57982996.94,47.41,13432212.0,100.0
89,Howling Village,"$13,394,556",57982996.94,47.41,13394556.0,100.0
90,Come Play,"$13,182,254",10475990.0,79.5,2706264.0,20.5
91,Samjin Company English Class,"$12,761,386",57982996.94,47.41,12761386.0,100.0
92,Another Round,"$12,745,392",57982996.94,47.41,12742455.0,100.0
93,News of the World,"$12,668,325",12668325.0,100.0,73995924.08,65.85
94,Collectors,"$12,640,113",57982996.94,47.41,12640113.0,100.0
95,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"$12,221,804",57982996.94,47.41,12221804.0,100.0
96,Ducobu 3,"$12,157,793",57982996.94,47.41,12157793.0,100.0
97,The Asadas,"$11,888,743",57982996.94,47.41,11888743.0,100.0
98,Wotakoi: Love Is Hard for Otaku,"$11,702,371",57982996.94,47.41,11702371.0,100.0
99,Bigfoot Family,"$11,119,936",57982996.94,47.41,11119936.0,100.0
100,30 jours max,"$11,007,713",57982996.94,47.41,11007713.0,100.0
101,The Voice of Sin,"$10,983,063",57982996.94,47.41,10983063.0,100.0
102,Two by Two: Overboard!,"$10,885,076",57982996.94,47.41,10885076.0,100.0
103,Let Him Go,"$10,835,686",9358025.0,86.4,1477661.0,13.6
104,One Second,"$10,791,301",57982996.94,47.41,10791301.0,100.0
105,Me contro Te - Il film: La vendetta del Signor S,"$10,779,891",57982996.94,47.41,10779891.0,100.0
106,Impractical Jokers: The Movie,"$10,691,091",10691091.0,100.0,73995924.08,65.85
107,Honest Candidate,"$10,597,464",57982996.94,47.41,10597464.0,100.0
108,The Hunt,"$10,550,350",5812500.0,55.1,4737850.0,44.9
109,Street Dancer 3D,"$10,339,127",57982996.94,47.41,10339127.0,100.0
